사람인-커리어,,,,,,,,,
작성일,조회수,커뮤니티명,질문 제목,질문 내용,답변 1,답변 2,답변 3,답변 4,답변 5
2022.11.22 작성,155,사람인-자소서,이력서 조언 부탁드립니다,이력서에 수상 경력.. 넣는 칸에 아무것도 쓸게 없어서 대학교때 받았던 성적장학을 넣었는데 빼는게 좋을까요?.. 아님 그냥 넣어도 크게 지장이 없을까요..?,"공란으로 두는 것 보다는 작성 하시는 것을 추천드립니다. 학생시절 성실함과 학업에 대한 열정으로는 판단할 근거가 될것으로 예상됩니다. 단, 합/불을 판단할 요소는 직무 전문성이나 직무 관련 경험들이니 이부분 참고 되시길 바라며 이번 지원이 좋은 결과로 이어지길 응원하겠습니다 :D",넣어도 상관은 없겠으나 큰 효과를 기대하긴 어려울것 같습니다. 의무사항이 아니라면 굳이 기재 안해도 무방합니다.,,,
2022.11.19 작성,26,사람인-자소서,여러 기업에 지원할 때 자소서를 어떻게 하시나요?,"지원하려는 기업들이 다 '사람인 이력서 및 자소서'로 지원하는거라 궁금한 점이 있어 글 올립니다. 이력서랑 자소서를 작성하여 A기업에 지원하고 나서 B기업에 자소서 내용을 바꿔 제출하려고 하는데 이때, 내용을 수정한 자소서를 B기업에 제출하면 이전에 A기업에 지원하면서 보냈던 자기소개서 내용도 바뀌어 A기업에서는 바뀐 내용의 자소서가 보이는건가요?ㅠㅠ","결론부터 말씀드리자면 기존 지원 A 회사의 내용은 변경 되지 않으니 안심하시길 바라겠습니다 :D 즉, 지원했던 당시 그대로의 내용만이 각 채용담당자에게 보여지게 됩니다. 만약, 지원 이후 수정사항이 기존 지원 내용에 반영된다면 여러모로 혼선이 생기기 때문에 지원후 수정된 내용은 이전 내역에는 반영되지 않는점 참고 되시길 바라겠습니다. 답변이 도움이 되셨길 바라며 좋은 결과로 이어지길 응원하겠습니다!",사람인에서 기업에 제출하고 나면 해당 이력서는 수정 안 됩니다. 그렇지만 복사본 만들어서 수정하시면 내용 비교도 되고 좋겠죠~,,,
2022.11.18 작성,186,사람인-자소서,자소서 항목 중..,"본인의 의견과 전체의 의견이 충돌한 경우 어떤 결정을 하였으며, 왜 그랬습니까? 라는 질문이 있는데 머라고 답하면 좋을까요?ㅠㅠ","기업은 무엇보다 채용 과정을 통해 '같이 일하고 싶은 사람'을 뽑는 것을 핵심으로 두고있습니다. 즉, 나 잘났다고 혼자 도도한(?)사람 보다는 조직 내에서 같이 협력하고 공동의 목표를 향해 나아갈 수 인재를 원한 다는 것을 명심하셔야 합니다. 때문에 의견 충돌은, 너무 치명적인 사례보다는 업무나 공통의 목표를 이루기위한 과정에서 발생할 수 있는 사례를 드는 것을 추천 드립니다. 그리고 어떤 결정을 하였는지는 그래서 이 일을 어떻게 풀었고 다같이 좋은 방향으로 이끌었는지 기승전결의, 결이 긍정적인 방향으로 흘러야 합니다. 즉, 내가 이 회사에서도 의견 충돌이 발생하면 이런 방법을 제시해서 다같이 영차영차 할 수 있는 인재이다~ 가 어필이 되어야 합니다. 처음 말했던 것과 마찬가지로 그래서 나는 이 회사에 맞는 사람이고 '같이 일하고 싶은 사람입니다'를 어필 하셔야 해요. 요약하자면 - 치명적이지 않은, 업무/공통의 목표를 이루기 위한 건설적 충돌 - 과정을 어떻게 조율하였고 그래서 어떤 결과를 가져왔는지 - 그래서 나는 이 회사에서도 도움이 될, 같이 일하고 싶은 사람이다 가 어필이 되어야합니다. 사례가 생각나지 않으시다면 우선 종이와 펜을 꺼낸 후 나에게 발생했던 이슈들을 키워드 중심으로 아이데이션 후 하나를 캐치 하셔서 확장 시키는 것을 추천 드립니다 :D 답변이 도움이 되셨길 바라면 좋은 결과로 이어지길 응원하겠습니다!",,,,
2022.11.18 작성,76,사람인-자소서,이력서 질문드립니다.,"이번에 쌩처음으로 취업준비를 하는데 모르는 게 너무 많아서 여쭤 봅니다.. 1. 보통 지원할 때 자소서파일 따로 , 이력서파일 따로 제출하나요? 아니면 한 파일에 둘 다 넣어서 제출하나요..? 2. 자유양식이면 자소서에 지원동기, 역량 그 다음에 뭘 적어야 할 지 모르겠습니다..ㅜ 혹시 어떤 것을 넣어 적어야 뽑힐 확률이 있을까요? 3. 제출할 때 .hwp형식으로 제출하여야 하나요?? 하나라도 실수해서 서류탈락이 될까 봐 너무 조심스럽습니다ㅜ 혹시나 주의해야 할 점이나 알아두어야 할 점 있으면 조언주시면 정말 감사하겠습니다..","이력서 3가지 질문 답변 드립니다. 1. 자소서+이력서 = 한가지 파일에 모두 작성하시는걸 추천 드립니다. 2. 자소서 항목은 보편적으로 4가지 항목이 많이쓰이며 ① 지원동기 ② 직무 경험 ③ 성격의 장단점 ④입사 후 포부 위와 같습니다. 자소서 작성시 해당 기업의 최근 기사, 수상내역, 미래비전, 자주언급되는 키워드 등 미래 핵심 가치등을 충분히 모니터링 하셔서 자소서에 녹이는걸 추천 드립니다. 더불어 회사 홈페이지에 들어가면 기업이 원하는 인재상을 적어놓기에 이부분도 각 항목에 꼭 녹이시는 것을 추천 드립니다. 그리고 지원 직무에 대한 경험은 성과와 수치 중심으로 작성하시고 명확한 수치로 표현하시는게 좋습니다. 잘, 최선을, 열심히 이런표현은 추상적이므로 숫자로 어필하시거나 경험중 숫자나 % 퍼센트로 나타낼 수 있는것은 꼭 어필 하시길 추천 드려요. 그리고 입사후 포부는 앞서 말씀드린 것처럼 최근 기사와 미래 비전등을 꼭 확인하셔서 그에 걸맞춰 나갈수 있는 인재가 될수 있다는 점을 어필하시면 좋습니다. 입사 후 포부 작성 꿀Tip을 드리자면 1년후 / 3년후 / 10년후 포부를 크게 항목을 나눠서 작성하시는 것도 매우 좋습니다. 오래 일할 인재임을 어필 하면서도 이 회사의 미래와 발맞춰 역량을 내겠다는 포부도 전달 가능하기 때문입니다 :D 3. 사람인 입사지원을 받는 회사라면 편하게 사람인 입사지원 버튼으로 지원 하시면 되구요 만일 메일을 통해 파일을 받는 회사라면 한글 파일보다는 워드 파일을 추천드리며 (워드를 더 많이 씁니다) 가장 좋은 방법은 만약을 위해 ① 워드 파일 ② PDF 변환 파일 총 2개를 첨부 하는것도 좋은 방법이으로 추천 드립니다. 답변이 도움이 되셨길 바라며 좋은 결과로 이어지길 멀리서 응원 하겠습니다 :D","1. 개인의 자유입니다. 사람인 양식에 대부분 많이 적는 편인데 따로 첨부하는 경우도 많습니다. 회사에서 특별히 자사양식의 입사지원서를 내라고 하지 않는 이상 편하신 방법으로 제출하시면 됩니다. 2. 베이직하게는 지원동기, 성격의장단점, 경력사항(경력) or 성장과정(신입), 입사 후 포부 적는 편입니다. 3. 기업에서 특별히 정하지 않는 이상 상관없습니다.",,,
2022.11.16 작성,102,사람인-자소서,내 성격의 장점,"성실하고 약속을 잘지키며, 새로운 것에대해 호기심이 많으며, 사물의 밝은 면을 보려고 노력합니다",말씀해주신 성격의 장점이 지원해 주신 기업과 직무에 어떤 역할과 기여를 할 수 있을지 기승전결이 나는 그래서 이 회사에 도움이 되는 사람이다! 로 풀어주시면 매우 좋습니다 :D 참고되시길 바라며 좋은결과로 이어지길 응원하겠습니다!,"성실하게 무엇을 했던 경험, 약속을 잘 지켰던 경험, 새로운 것을에 대한 호기심을 많은 거에 대한 경험이나 행동양식, 사물의 밝은 면을 보았던 경험을 적어야 하는데 적으신 것들이 전부 파편적이라서 묶어서 기술하시는게 좋을 것 같습니다. 성실하다라는 글 속에 반복적인 약속, 신뢰라는 경험을 넣어서 한 문단을 만들고 긍정적인 사고라는 문단 속에 새로운 경험, 호기심에 대한 생각과 행동을 넣어서 쓰시면 좋지 않을까요?",,,
2022.11.16 작성,101,사람인-자소서,관련분야 활동 실적 목록에는 어떤 양식과 항목을 써야할까요?,관련분야 활동 실적 목록에는 어떤 양식과 내용으로 써야할까요? 간단하게 써야할것 같은데요 어떤 항목이 좋을지 모르겠어여~도와주셔요~,"궁금해 하신 항목의 정답은 '경력기술서' 입니다. 경력기술서에 본인의 업무내역과 성과들을 요약해서 작성해 주시면 됩니다. ① 경력기술서 언제 쓰는게 좋을까? 양식,예시 정리! https://post.naver.com/viewer/postView.naver?volumeNo=34454263 ② 경력기술서 체크리스트 & 사람인 경력기술서 양식 https://blog.naver.com/saraminapp/222272036233 더 자세한 작성법은 위 사람인 블로그를 참고하시길 바라겠습니다. 답변이 도움이 되었길 바랍니다 :D",,,,
2022.11.15 작성,199,사람인-자소서,자소서 항목 중 자유주제 어필인데 선택항목인 경우 작성하시나요??,직무관련 혹은 지원동기 관련 항목 외에 마지막에 본인을 자유롭게 어필하시오 (선택사항) 이런식으로 나오는 곳이 있는데 이것도 작성하는게 좋을까요??,다른 지원자들은 분명히 작성할 것 이기에 기회가 된다면 해당 항목을 작성하는 것을 추천드립니다. 직무 관련 경험이나 성과 관련 어필도 좋고 눈에 띌만한 주제라면 회사에 도움이될 아이디어 제안이나 내가 회사에 기여할 수 있는 미래 비전 (1년/3년/10년후) 등을 큰 주제로 잡고 아이디어나 비전을 제안한다면 기업에 대한 관심도 어필이 되고 내가 이 회사에 어떤 도움이 될지 등도 다방면으로 어필되기 때문에 오호~ 이사람 우리 회사에 진심인 지원자구만~! 하고 긍정적으로 어필 될 것 같습니다. 때문에 질문자님이 제 동생이라면 기회니까 꼭 작성해! 라고 말해주고 싶습니다 :D 더불어 자소서 잘쓰는 꿀팁으로는 사람인 인적성 검사를 진행하면 본인의 성격 장단점이 쫙..! 서술되어서 나옵니다 [정보] 사람인 인적성 무료 테스트 https://www.saramin.co.kr/zf_user/member/svq/exam-guide?exam_id=88 그래서 성격의 장단점 쓰시기 전에 인적성 검사를 활용해서 녹이면 자소서 쓰기가 아주 수월합니다! 즉 내가 뭘 좋아하고 잘하는지 직업 추천까지 나옵니다 막막할때 해보면 좋아요. 개인적으로 mbti보다 훨씬 정확하다고 생각합니다 검사는 20분이면 완료가 되니 20분만 투자하시면 자소서 쓰는 시간을 절반으로 줄이는 꿀팁이기에 저만의 꿀팁 살포시 추천 드립니다 :D 좋은 결과로 이어지길 멀리서 응원하겠습니다 화이팅 입니다 :D,,,,
2022.11.13 작성,86,사람인-자소서,안녕하세요 형님들,내년에 31살 되는 이직준비생인대요 현재는 대형마트 협력사에서 근무하고 있습니다 이 직종이 너무 미래도 없고 급여도 적고 해서 제조업쪽으로 아예 방향을 틀어서 알아보고 있는대 자소서를 쓸대 멀 써야 할지 아예 모르겠습니다 다른직종이라서 자소서에 지원동기 강점 서술할 종목이 하나도 안보이는대 아예 다른직종으로 이직 하려면 자기소개서에 무슨 내용을 써야 하나요 ??,"우선 키워드 중심으로 단순하게 작성후 내용에 살을 덧붙여 보는 것을 추천합니다. 1. 왜 제조업으로 방향을 틀게 되었는지 2. 지원한 기업의 강점은 무엇이고 내가 무엇을 잘할수 있는지 3. 3년후 / 5년후 / 10년후에 이 기업에 내가 무슨 도움이 될수 있는지 위 질문에 대한 답을 간단하게 적어보시구요 제조업에서 일할때 본인의 성격적 유리한 점 우직함이나, 성실함, 체력 등등을 어필하시고 끝까지 해내는 책임감 또한 중요한 포인트라고 생각합니다. 더불어 자소서 잘쓰는 꿀팁으로는 사람인 인적성 검사를 진행하면 본인의 성격 장단점이 쫙..! 서술되어서 나옵니다 [정보] 사람인 인적성 무료 테스트 https://www.saramin.co.kr/zf_user/member/svq/exam-guide?exam_id=88 그래서 성격의 장단점 쓰시기 전에 인적성 검사를 활용해서 녹이면 자소서 쓰기가 아주 수월합니다! 즉 내가 뭘 좋아하고 잘하는지 직업 추천까지 나옵니다 막막할때 해보면 좋아요. 개인적으로 mbti보다 훨씬 정확하다고 생각합니다 검사는 20분이면 완료가 되니 20분만 투자하시면 자소서 쓰는 시간을 절반으로 줄이는 꿀팁이기에 저만의 꿀팁 살포시 추천 드립니다 :D 좋은 결과로 이어지길 멀리서 응원하겠습니다 화이팅 입니다 :D",,,,
2022.11.11 작성,154,사람인-자소서,서류 합격연락은 회사번호로 오나요?,제가 사람인으로는 지원을 처음해보았는데 서류 합격하게되면 회사번호로 연락이 오는게 맞겠죠? 모르는 핸드폰번호는 안받고있는데... 혹시나 해서요...,"입사지원을 하셨다면 되도록 모든 전화를 다 받으시길 추천합니다. 즉, 어떤번호로 올지 모르게 때문에 다 받으셔야해요! 회사의 대표전화번호로만 연락이 오지 않습니다. 채용을 담당하는 인사담당자의 내선번호로 연락이 오는 경우가 많습니다. 즉 기업의 대표번호와는 다른 번호로 오기때문에 저같은 경우는 구직시에는 폰이 꺼져있을때도 부재중 수신을 알려주는 캐치콜 기능까지 활용했던 경험이 있습니다. 때문에 대놓고 해외번호 & 스팸뜨는 번호가 아니라면 모든 전화는 다 받는걸 추천 드립니다! 답변이 도움이 되셨길 바랍니다 좋은 결과로 이어지길 응원하겠습니다 :D",,,,
2022.11.09 작성,216,사람인-자소서,이력서와 자소서,"채용할때 이력서와 자소서중 이력서를 더 많이 보나요? 자소서는 면접가보면 잠깐 읽어보시고 말더라구요. 저는 이력이 너무 짧아서 늦게 사회생활을 시작해서 서류탈락많이 하는데,자소서에 왜 이력이 이렇게 짧은지를 적어야하는지..고민이 됩니다..ㅠㅠ","둘다 정말 중요합니다. 이력서에는 본인의 사회경험, 이력 사항들을 짧고 간결하게 브리핑 가능하며 자소서에는 본인이 강조하고 싶은 내용을 풀어서 구체적으로 쓸수 있기때문입니다. 때문에 면접까지 가게되면 본인이 이력서 내용을 보고는 구체적인 성과위주로 설명해 달라는 질문이 많이 나오고 자소서의 경험을 통해서는, 꼬리 질문을 추가로 받게 됩니다. 때문에 둘다 너무 중요하기에 두가지 모두 힘을 팍팍 주는걸 추천 드립니다. 그리고 왜 본인의 이력이 짧은지를 자소서에 구구절절 적는것은 바람직 하지않습니다. 본인이 가장 잘한 내용을 성과위주로 강조해서 쓰는걸 추천드려요. 이력서 + 자소서가 주는 전체적인 분위기가 긍정적 느낌으로 흘러가야 합니다. 즉 왜 짧은지에 대한 부연설명은 자소서 분위기가 자칫 부정적으로 보여질수 있기에 조심하셔야 합니다. 가장 좋은 방법은 잘 쓴 자소서들을 많이 보시고 어떻게 썼는지 구조와 내용을 최대한 많이 보길 바랄께요. 구조를 많이 보고 나의 에피소드, 경력, 경험들을 키워드 중심으로 나열하고 어떻게 강조하면 좋을지, 잘쓴 자소서 구조처럼 녹이는 연습부터 시작해 보시길 추천 드립니다. 더불어 사람인에서 AI자소서 코칭 기능이 있으니 [사람인] 무료! AI 자소서 코칭 https://www.saramin.co.kr/zf_user/tools/personal-statement-coaching-service 꼭 도움 받아보셔서 더 좋은 결과로 이어지길 응원하겠습니다!",저도 같은고민이네요 ㅜ 2월에 졸업하고 공기업목표로 3개월째 준비중입니당 25살이고 여자인데 아직스펙은 많지않아서 일반행정 경리업무 생각하고 있어요 공기업목표인데 준비기간 길어질것 같아 사기업 도 도전중이네요 몇일뒤 면접보러오라는곳이있어서 회사자소서는 첨이라 ㅜ 사기업 이력서 자소서 첨삭봐실수있으세요~~? ㅜ 같은 취준생이면 더 좋고요 오픈채팅 https://open.kakao.com/o/sOsTkNGe,"개인적 견해로는 이력서는 최소 허들을 넘는 기준이라 생각합니다. 즉, 이력서에 투자를 해야 면접에서 승산이 있기 때문에 자소서에 투자해야 한다고 생각합니다.",,
2022.11.07 작성,174,사람인-자소서,"물경력,망한 커리어, 지금 퇴사 준비중입니다.","안녕하세요 31살 4년 차입니다. 우선 글이 길어질 것 같아서 양해 부탁드리며, 관심 가져주셔서 감사합니다. 현재 디스플레이 검사 장비 관련에서 기업부설 연구소 선임으로 4년 차로 업무하고 있습니다.(부서 경력은 3년 1년은 제조, 품질 SW 담당) 27살에 지방대 전자공학 졸업으로 중소기업(강소기업)에 취업하여 기구 회로 검토 및 수정 펌웨어 SW C, C++ 기반으로 업무 진행 중입니다. 입사 시 처음부터 기업부설 연구소가 아닌 제조에서 SW 인원이 필요하여 제조 SW에 지원하였습니다(지역 및 취업이 우선하여 제조 SW로 선택) 입사 후 제조 SW는 사실상 이름만 SW이며, 실제 업무에서는 A/S만 진행하였습니다.(중간에 품질팀에서 인력 부족으로 인해 품질 IQC로 강제 직무 변경) 다양한 경험을 하였지만 하고 싶었던 직무가 아니다 보니 이직 중(다른 회사 SW 팀 합격) 제조 A/S 중 알게 된 기업부설 연구소 팀장 권유로 통해 기업부설연구소로 직무변경되었습니다. 그 이후 리눅스 기반인 API 모듈을 이용하여 디스플레이 패널 SW 업무를 3년 진행하였습니다. 지금은 회사 내 포함 담당자 5명 이상 대응 진행하다 보니 업무 일정을 조율하면서 최대한 야근 안 하는 방향으로 업무를 진행하고 있습니다.(평균 퇴근시간 7~8시 야근수당 X) 주변에서는 다른 곳을 구하고 퇴사하라고 합니다만 고객사 요청별 sw 지원하는 담당이다 보니 여유가 안 생깁니다. (번 아웃 증상) 퇴사 이유는 여러 가지가 있습니다만 제일 큰 이유는 지금 업무 환경에서 SW 능력보다는 대인능력이 많이 강해지는 것 같으며, 연구소 팀장님이 퇴사 이후 팀 내 리더십 있는 사람이 없는 상태, 27살 취업 후 앞만 보고 달려와서 중간 체크가 필요한 생각 무엇보다 SW 능력을 상향 및 개인의 기술의 평준화 다른 업무의 프로젝트에 참여하고 싶은 마음이 강해서입니다. 기술경력서 작성 및 커리어 방향, 신입으로 취업해야할지 고민입니다. 보유한 자격증 없음 /영어 성적 없음 퇴사 이후 목표 - 기업 하반기 및 상반기 도전 - 코딩 관련 기관 확인 및 커뮤니티 활동(리눅스 os 및 드라이버 설계 ) - 자격증 시험(기사 자격증) - 토스 준비(현재 준비중) - 몸무게 조절 및 건강 체크(개인 관리) 업무 - 디스플레이 지식(MIPI, EDP, LVDS) - 데이터 시트 분석 - 전자 회로 설계 및 검토 - TOUCH IC 제어 - C/C++ 기반 SW제어(STM32, atmega,리눅스 기반 API) - 시리얼통신 제어(드라이버까지 검토 UART,I2C,SPI) 업무 외 경험 - 교육 없이 전기기사 공부 경험으로 설비 전장배선 / 기구조립&공압배관 - 회사 내업무프로세서 개선방안 제시(개발팀(회로팀),영업,품질,제조 중 품질,제조 업무 프로세서 개선) - 고객 업체와 업무 프로세서 수립 - 고객이 필요한 기능 검토하여 아이템 제작하여 적용(기업 매출에 기여)",디스플레이쪽도 궁금한데 조금 쉬고 좋은 곳으로 가시길 바랍니다.,,,,
2022.11.03 작성,205,사람인-자소서,입사지원 자기소개서,입사지원 제출서류에 사람인 이력서라고만 돼 있어서 자소서는 당연히 안 적혀 있는 이력서를 냈는데 당연히 서류탈락이겠죠..? 그냥 이력서 수정하다가 자소서도 항목추가할 수 있는 거를 좀 전에 알았네요 ㅋㅋ 신입 지원이고 타업종 1년 7개월 근무한 경력이 있는 이력서입니다,"안녕하세요 박네넵 입니다 이력서 제출이란 뜻은 보편적으로 이력서+자기소개서를 뜻하기에 자소서 또한 함께 포함하여 제출하셨으면 더 좋았을 것 이라는 아쉬움이 듭니다. 좀더 편하게 취업 할 수 있는 한가지 방법을 추천드리자면 사람인에서 이력서 + 자소서 모두 작성후에 이력서 오픈하기를 선택하시면 기업이 먼저 내 이력서를 보고 면접 제안을 하기 때문에 이 기회를 놓치지 말고 꽉! 잡으시길 바라겠습니다. 면접을 볼지, 말지의 선택권은 나에게 있으니 제의가 올 경우 선택해서 면접 보시면 됩니다 :D 1년 7개월의 커리어도 있으시니 이번기회에 자소서까지 완벽하게 작성하고 기업에 오픈하셔서 더 좋은 회사로 합격하시길 바라겠습니다. 답변이 도움이 되었길 바랍니다 오늘도 더 좋은하루 되세욥!",,,,
2022.11.03 작성,130,사람인-자소서,제과 제빵사 자소서 방향을 못잡겠어요..,자소서를 써본 적이 없어서 어떤 것을 써야 하는지 모르겠는데 희망 직종에 관련된 아르바이트도 해본 적이 없어서요... 키즈 의류 쪽에서만 일해왔는데 신입 자소서에 이런 관련 없는 건 쓰면 안 되겠죠?,"저라면 취미를 빵지순례 하기, 맛있는 베이커리 도장깨기 등등을 적어서 어필 할 것 같습니다. 이러면 빵을 평소에도 좋아했고 일상에서도 제과 제빵이 주는 기쁨도 알고 있다는게 자연스럽게 보이게 됩니다. 때문에 본인이 나와같이 빵을 좋아하는 사람들에게 일상의 기쁨과 빵이 주는 일상의 풍요로움을 전하는 사람이 되고싶다! 이런식으로 어필하면, 자소서를 읽는 인사담당자도 끄덕~! 하지 않을까요? 답변이 도움이 되셨길 바라며 좋은결과로 이어지길 응원합니다 : D","자소서에 대한 고민이 있으시군요! 희망직종에관한 관련도는 떨어지지만, 다른 직종에서의 경험에서 느낀점이 이 직종에 어떻게 장점으로 녹일 수 있을까를 고민해서 자소서에 녹이시면 긍정적으로 어필 가능해 보입니다. 당신의 꿈과 앞날을 응원합니다. p.s 걱정은 너굴맨이 처리했으니 안심하라구~???????",,,
2022.11.02 작성,159,사람인-자소서,이력서에 수료 과정 적을때,워크넷에 연계된 사이버진료교육센터에서 들은 짧은 동영상 강의도 수료 이력에 적어도 되나요??? 수료증은 발급된다고 나오고 짧게 1시간짜리 동영상입니다!,"더불어 직무와 관련된 실무 경험과 더불어 신입도 경력을 쌓을 수 있는 직무 부트 캠프 수료 또한 추천 드립니다 :D [이벤트] 신입도, 경력도 '직무경험'이 생겼습니다! 현직자와 함께하는 실무경험 쌓기 프로젝트 https://www.saramin.co.kr/zf_user/help/live/view?idx=108868?&listType=notice 직무부트캠프 프리패스 수강권을 제공하는 이벤트이니 꼭 당첨되셔서 직무 관련 수료증으로 한층 더 풍성해진 이력서 작성하시길 바랄께요!","안녕하세요 박네넵 입니다 업무과 연관이 있고, 면접 질문이 들어왔을때 배운 내용에 대해 설명이 가능하다면 수료증 발급된 내용이니 포함 하시면 좋을것 같기에 추천드립니다. [기사] 길어지는 공백기에 취준생 불안 심화…기업, ‘공백 기간’보다는 ‘공백 사유’가 더 중요! https://www.saramin.co.kr/zf_user/help/live/view?idx=106474& 공백 사유가 참작되어 평가에 영향을 주지 않는 1순위로 전공 등 관심분야에 대한 공부가 꼽혔습니다 때문에 업무대한 노력과 공부를 열심히 했다는 증거이므로 작성하시되, 면접에서 들어올 관련 질문에 대해 반드시 숙지하길 바라겠습니다. 답변이 도움이 되었길 바라며 오늘도 좋은하루 보내세욥~!",,,
2022.11.01 작성,24,사람인-자소서,이력서를 처음 작성하는데 어떻게 작성해야 할까요?,"안녕하세요 23세 남자입니다. 현재 군필이고 대학교는 3년제 전기전자공학과이며 휴학중에 있습니다. 이번에 생산직으로 회사에 이력서를 넣으려고 하는데 많이 어렵네요. 소방설비관련물품 제작 회사이고 저는 회사 경력 없는 신입이며 알바 경력도 식당이나 편의점 같이 다 관련 없는 알바입니다. 하지만 있는 경력은 이 뿐인데 경력(활동)사항에 알바 경험을 적어도 상관 없는건가요? 그리고 자소서를 작성할 때 다른 건 몰라도 성장 과정을 통해 어필을 하는 게 너무나 어렵습니다. 저만의 이야기를 통해 만들어 가는 게 정석이고 또 그렇게 하고 싶은데 팁이 있을까요? 마지막으로 자소서에 성장과정, 성격과 강점, 생활신조, 지원 동기 및 입사 포부/ 이렇게 4가지 항목이 있는데 항목 당 최소 몇 줄 정도 적어야 대충 쓰지 않고 성의 있어 보일까요? 읽어주셔서 감사합니다.","이력서를 처음 작성해보시느라 막막하시겠어요ㅠㅠ 경력부분에서는 관련있는 직무는 아닐지라도, 근무 기간 등을 통해 성실성을 비출 수 있을거 같습니다. 성장과정은 다른사람과 다른 개성있는 이야기를 풀어가는것이 어필이 될 수 있을거같아 보입니다. 분량에 대해서는 토탈 최소 2000자는 넘되, 5000자 이내로 핵심만 가독성있게 어필하는 것이 좋아보입니다. 당신의 꿈과 앞날을 응원합니다. p.s 걱정은 너굴맨이 처리했으니 안심하라구~???????","사실 이런 정보는 유튜브에 널리고 널렸고, 글로 쓰는 것 보다 더 쉽게 풀어서 엮어 놓았을겁니다. 믿을만한 유튜브에 이력서 검색하시고, 신뢰가는 분의 영상 정독하시고 나면 어느정도 가다가 잡힐거에요",,,
2022.10.26 작성,181,사람인-자소서,중소기업 지원동기,회사 홈페이지가 없는 경우도 많고 홈페이지에 원하는 인재상이 없는 경우가 많은 중소기업... 직무가 경영지원 같은 쪽이라 회사 본업과 연관도 없고 회사 본업에 대해 아는게 사실상 없을 때가 많아(소프트웨어 등) 본업 연관하여 쓰기도 어렵네요 이 직무를 하고 싶다에 초점을 맞춰서 쓰고 있긴한데 합격률을 더 높이고 싶습니다ㅜㅜ 보통 어떻게 하시나요?,"본인의 장점과 잘하는 일을 녹여서 작성하는걸 추천합니다. 중소기업이라고 하셨으니, 기업의 성장과 미래 비전과 함께할 인재임을 어필하면 좋아요 기업도 결국엔 우리회사의 가치를 상승시킬 즉, 돈을 벌게 해줄 사람인지가 중요합니다. 때문에 본인이 팔리도록 셀링 포인트를 잡아보시면 좋아요. 더불어 사람인 조사에 따르면 인사담당자들이 중요하게 여기는 공통 포인트가 책임감, 성실, 팀워크 라고 합니다 [기사] MZ세대가 주축되자 인재상도 변해! https://www.saramin.co.kr/zf_user/help/live/view?idx=108660 과거에 비해 더 중요해진 인재상 키워드는 ‘책임감’(52.8%, 복수응답)이 1위를 차지했다. 계속해서 ‘소통 능력’(32.9%), ‘성실성’(32.9%), ‘팀워크’(28.6%), ‘긍정적인 태도’(25.1%), ‘전문성’(16.5%), ‘열정’(15.6%), ‘도전’(15.2%), ‘배려’(14.7%), ‘위기대응력’(14.3%) 등의 순이었다. 어디서나 중요한 사항이니 꼭 참고하셔서 녹이길 추천할께요! 좋은 결과로 이어지길 바랍니다! 응원할께요!","성장가능성이나, 업계 최고 혹은 상위 기업 등으로 적당히 준비하는 편입니다. 인재상도 흔히들 쓰는 도전, 성실, 창의력 등을 활용하면 되겠구요. 직무 지원동기에 힘을 싣는 것이 좋습니다.",,,
2022.10.18 작성,222,사람인-자소서,지방에서 서울 이력서 주소지,"서울쪽으로 이력서 넣으려고 하는데 현재 거주지가 지방이라 이력서 내기도 전에 떨어질까 너무 걱정이 커서 주소지는 친구집 주소만 대충 빌릴 생각인데요 .. 대학교가 지방이고 (==현재 자취중,전입신고 안함) 등본주소지(본가)는 서울에서 더 멀어서 친구집으로 주소지 쓰고, 면접때는 졸업하고 지방에 기회가 적어서 친구집에 올라와서 같이 지내는중이다 ? 합격 여부 정해지면 아예 거주지 이전할예정이다 이렇게 말하고 합격시 방을 구하면 되겠죠 ?ㅜ 솔직히 서류때 주소지만 빌리고 출퇴근만 가능하면 상관없지 않나 싶은 생각 ...아 이런것도 고민해야 하나 갑자기 뺙치네",저도 같은 부분으로 고민중입니다ㅠ 전 지방 현재 사는곳으로 적고 도전은 해보려구요 저도 친구집이 서울이긴한데 놀거나 들려본적이 별로 없어서 말하다가 거짓말이구나 할거같아서욥ㅜㅜ 지금 지방에서 살지만 합격 여부 정해지면 효율을 위해 회사 근처로 이전하려 합니다 하려구요 같이 힘내요~!,넹넹 회사 근처에 살고있다는게 확실히 유리합니다. 너무 멀면 지쳐서 그만두는거아냐?! 이렇게 생각할수 있거든요 말씀하신것처럼 친구집을 주소지로 작성하셔도 무방합니다! 너 왜 거주지가 달라?! 라고 뭐라고 하는사람 아무도 없어요 걱정 노놉!! 합격 하시길 응원합니닷~!,,,
