연번,제목,날짜,글 내용,댓글 내용
746,7500F+4070S 조합입니다. 이륙해도 괜찮을까요?,2024.06.20 13:46,파워를 좀 더 올려야할까여...?,"b650m-k는 a620m gaming x 랑 동일 스펙 제품이라 Dr,Mos 전원부인 b650m pg lihgtning 으로 구성하는 게 좋습니다. 그래픽카드는 이엠텍 조텍 갤럭시 이노3d로 구성하는 게 as 가 좋은 편이고 현재 이노3d 3팬 제품의 가격대가 저렴해서 추천드립니다. 파워는 그래픽카드 12핀 케이블이 구성된 750w 골드 등급 구성이 안정적입니다. 7500f는 발열이 낮은 제품이라 싱글타워형 공랭 쿨러로 구성하셔도 충분합니다. 미니샵 견적달인 coke_bear 님의 견적입니다. LV. 12960 117 구매 2 0 리뷰 8034 73 견적 417 3 후기 번호 분류 상품명 수량 현금가 카드가 || To. user_688224 님 안녕하세요. 견적 구성은 굉장히 잘 하셨습니다. 다만 수정할 부분이 있어서 해당 부분을 보완하시는 편을 권장드리고싶어용 7600 / 7500F CPU를 기반으로 구성하시는 경우 싱글타워 공랭으로도 충분히 발열 제어가 가능하고 듀얼타워는 과한 감이 있어서 변경하셔도 충분하십니다. DDR5 메모리 기준 EXPO / XMP 적용 없이 순정 상태로 사용하시는 경우라면 하이닉스 칩셋을 사용한 메모리가 불량률도 낮고 호환성이 좋으며 안정성도 높은 부분이라 SK하이닉스 칩셋을 사용한 ESSENCORE / PATRIOT / TeamGroup / GEIL (SK하이닉스 선별 제품) 사 메모리로 구성하시는 편을 추천드립니다"
747,견적 짜봤는데 수정할곳있나요??? 게임용입니다,2024.06.20 13:42,rr 견적짜봤는데 수정할곳있을까여?? 여기서 가성비로 가려면 b650m pg riptide 도 나쁘지않을까요??,안녕하세요 퀘이사존 공식후원사 피씨팩토리입니다. 견적서 및 답변내용은 v 펼치기를 통해 확인할 수 있습니다. ----------------------- 답변내용 ------------------------ * 문제없는 견적입니다 조금 더 가성비 있게 구성을 하신다면 B650-E 제품 ATX크기 제품으로 구성을 해주시는게 좋습니다 ^^ 다른 궁금하신 점은 아래 실시간 카카오톡 상담을 통해 진행하시면 빠른 상담이 가능하고 구매나 부품 수정을 원할 경우 빨간색 구매하기 버튼을 통해 진행 가능합니다. || 이거면 전체적인 조합은 크게 문젠 없을 듯 합니다. 몇가지 가성비나 좀 더 투자하면 좋을 것 같은 부분이 있긴 합니다. 우선 지금 구성하시려는 제품 중에서 메인보드는 최상위 제품이라 그대로 두셔도 무방 할 듯 한데 원래는 더 저렴한 제품으로도 문제는 없을 겁니다 ^^ B650M PG lightning 같은 제품만 되어도 충분 합니다. 메모리는 구성하시려는 제품도 문젠 없는데 더 저렴한 모델이고 인식률 및 안정성 관련 이슈도 완벽하게 해결 되었고 EXPO 적용으로 5600mhz 사용에도 전혀~ 문제가 없는 마이크론 5600 일반 렘 제품이 좀 더 가성비가 좋을 듯 합니다.
748,조립 컴퓨터 견적 조언 부탁드립니다!!!,2024.06.20 13:38,"조립컴퓨터 견적 조언 부탁드립니다! 예산은 150~160정도 생각중이고 모니터와 본체, 헤드셋을 모두 구입하려고 생각 중입니다. 주로 자주하는 게임은 배틀그라운드 및 기타 스팀게임입니다! 많은 조언해주시면 감사하겠습니다!","7500f에 4060 ti 나 rx6800 구성이면 fhd 해상도에서는 쾌적하게 사용 가능합니다.. 4060 ti 보다는 rx 6800 쪽이 현재 가격은 저렴하고 성능은 상위 성능이라 rx 6800 으로 구성하였습니다. 모니터와 헤드셋 포함한 견적입니다. 미니샵 견적달인 coke_bear 님의 견적입니다. LV. 12960 117 구매 2 0 리뷰 8034 73 견적 417 3 후기 번호 분류 상품명 수량 현금가 카드가 1 CPU AMD 라이젠5-5세대 7500F (라파엘) (멀티팩(정품)) 1 189,300원 201,600원 2 메인보드 ASRock B650M PG Lightning 대원씨티에스 1 148,000원 155,300원 || 본체 + 헤드셋만 이실까요? 아니면 주변기기(모니터 헤드셋 등등)일체랑 윈도우까지 포함이실까요?"
749,이번에 데스크 셋업 하려는데 조언 부탁드립니다 !,2024.06.20 13:04,아직 컨셉을 못잡아서 HYTE 케이스에 할까하는데 부품 호환부분이나 조언 부탁드립니다!,"어항류 케이스라 공랭 쿨러 보다는 수냉쿨러로 구성하시는 편이 보기좋아 수냉쿨러 기반에 풀 화이트 구성으로 변경하였습니다. 미니샵 견적달인 coke_bear 님의 견적입니다. LV. 12960 117 구매 2 0 리뷰 8034 73 견적 417 3 후기 번호 분류 상품명 수량 현금가 카드가 1 CPU AMD 라이젠7-5세대 7800X3D (라파엘) (멀티팩(정품)) 1 549,400원 585,700원 2 메인보드 GIGABYTE B650 AORUS ELITE AX ICE 피씨디렉트 1 304,300원 317,000원 3 메모리 ADATA XPG DDR5-6000 CL30 LANCER RGB 화이트 패키지 (32GB(16Gx2)) 1 174,900원 186,100원 || To. 초보할게요 님 안녕하세요. 견적 구성은 굉장히 잘 하셨습니다. 다만 수정할 부분이 있어서 해당 부분을 보완하시는 편을 권장드리고싶어용 비슷한 금액대에서 더 좋고 안정적인 제품으로 살짝 수정하시는 편을 추천드리다보니 제품 일부분을 약간 변경하였습니다! 파워 부분은 SKULL SM 시리즈 라인업 제품이 ATX 3.0 정식으로 지원하는 제품에서 가성비도 좋은 제품이며 CWT OEM 제품이라 안정성 등 충분한 모델이라 보고있고 AS 기간이 10년이면서 AS 정책이 좋다보니 해당 모델로 구성하시는 편을 권장드립니다 해당 케이스 기준으로 잡는다면 문제 없다 보고있습니다 다만 이 케이스에 기본 시스템 팬이 없어서 원활한 공기 순환을 위해서 팬을 추가하여 구성해주시는 편을 권장드립니다"
750,견적 호환 봐주세요 감사합니다!,2024.06.20 12:49,Cpu 7800x3d 그래픽 갤럭시 4070 super 여기서 수냉으로 가는게 좋을까요 공랭으로 가는게 좋을까요 사실 수랭가고싶긴한데.. 터질까봐 무섭기도하고.. 케이스는 p30 이랑 다크플래시 dlx21이랑 고민중입니다 케이스도 한번 추천해주세요! 감사합니다.,"안녕하세요 퀘이사존 공식후원사 피씨팩토리입니다. 견적서 및 답변내용은 v 펼치기를 통해 확인할 수 있습니다. ----------------------- 답변내용 ------------------------ * 감성으로 가시는거라면 수냉쿨러를 추천드리지만 그게 아니라면 공랭쿨러 제품으로 추천을 드립니다 ^^ 다른 궁금하신 점은 아래 실시간 카카오톡 상담을 통해 진행하시면 빠른 상담이 가능하고 구매나 부품 수정을 원할 경우 빨간색 구매하기 버튼을 통해 진행 가능합니다. || 안녕하세요. 조립PC, 오버클럭, 방송&스튜디오세팅, 이스포츠에 진심인 퀘이사존 공식 후원사 팜피씨샵 견적 담당 앤드류 대리입니다. 7800X3D와 RTX 4070 SUPER는 가지고 계시는 걸까요? 사실상 감성이다라고 본다면 수랭 쿨러 + 잘만 P30이 될 듯 하고 감성 필요없다! 색상만 통일되면 된다! 라고 본다면 공랭 쿨러 + DLX21 구성일 듯 합니다. 사실상 공랭 쿨러 사용해도 7800X3D 발열 제어는 충분하기 때문이라.."
751,조립컴 조합 괜찮은지 확인 부탁드립니다!,2024.06.20 12:43,견적서 상에는 파워의 가격이 안들어갔더라구요..!! 이렇게 많이 하시는 건지 궁금해서 글 남깁니다! 조합 괜찮은 걸까요? 부품 하나하나 괜찮은 건지 잘 몰라서요ㅠㅠ,"안녕하세요. 조립PC, 오버클럭, 방송&스튜디오세팅, 이스포츠에 진심인 퀘이사존 공식 후원사 팜피씨샵 견적 담당 앤드류 대리입니다. https://quasarzone.com/bbs/qf_hwjoin/views/1966125 위 링크 보시는 것처럼 PC 1대당 3시간 이상 정밀 테스트를 진행하고 있는 입장으로써 지금까지 테스트 후, 출고되는 모든 PC들 데이터를 종합해서 말씀드리자면 DDR5 기준 SK하이닉스 칩셋 기반 메모리가 가장 안정성이 높고 호환성이 좋습니다. 가급적 SK하이닉스 칩셋 기반의 메모리로 구성하시는 편을 추천드립니다. 5600 CL46 기준 하이닉스 칩셋 기반 메모리 목록 SK하이닉스, ESSENCORE, PATRIOT, TeamGroup, GeIL 그 외 메모리는 기타 IC 칩셋 기반입니다. || 메인보드 유통사는 대원cts 나 에즈윈으로 구성하는 게 as 가 좋습니다. ddr5 삼성 메모리는 불량률이 높아 변경하시는 게 좋고 현재 마이크론 제품이 가격이 가장 저렴해서 추천드립니다. pm9a1은 보증 기간도 짧고 pcie4.0 상위 제품 대비 성능도 떨어지는 편이라 pcie4.0 상위 제품 t500 이나 sn850x로 1tb 구성하시는 게 좋을 것 같습니다. 그래픽카드는 4060 ti 보다 rx 6800 으로 구성하는 게 상위 성능에 가격은 소폭 저렴합니다. afmf 기능 적용시 프레임 향상으로 성능 차이가 더 커서 rx 6800 추천드립니다. 미니샵 견적달인 coke_bear 님의 견적입니다. LV. 12960 117 구매 2 0 리뷰 8034 73 견적 417 3 후기"
752,견적 및 부품 추천 부탁드립니다,2024.06.20 12:07,Cpu - 라이젠7 라파엘 7800x3d 그래픽 - 이엠텍 4060ti storm x dual oc d6 8g (※그래픽은 더 안 올려도됩니다 사용환경이 cpu가 더 중요해서 그래픽은 현재 이걸로 충분하구요 이후 필요시 업글 예정입니다) Ram - 팀그룹 ddr5 cl46 elite 서린 5600(16gb) 2개 (방열판 없음) 또는 팀그룹 dd5 cl46 elite plus 서린 5600 16gb 2개 (방열판 있음) ※오버x 순정으로 사용할겁니다 그래서 고민중입니다 메인보드 - b650m pg riptide 대원씨티에스 Ssd - 병행수입 삼성 pm9a1 1tb Hdd - WD blue wd20ezbx 2tb (7200rpm/256mb) 파워- 마이크로닉스 classic II 850w 80PLUS GOLD 230V EU 풀모듈러 ATX 3.1(PCIE5.1) CPU쿨러- PA 120SE 서린 케이스-?? 1. 파워 파워는 일단 마닉을 견적에 넣긴했는데 17만 이하로 추천 부탁드립니다 -브랜드 안정성 최소 마닉급이상 -추후 그래픽 정도는 바꿀수 있어서 750~850w -인증 최소 실버 이상 2. SSD랑 Ram 방열판관련 질문인데요 -Ram 순정으로 써도 방열판 있는거 구매해야하나요? -ssd 방열판이 없는 제품인데 어디서 듣기론 메인보드에 m.2 방열판 하나 딸여온다고 들은거 같은데 조립신청하면 보통 알아서 조립해주나요? Riptide에도 있을까요? 아니면 따로 구매해야할까요? 3.케이스 케이스를 도저히 못 정하겠습니다 10만원 이하 정도 생각중입니다 4.저 견적이면 시스템 쿨러도 구매해야하나요?,"안녕하세요. 조립PC, 오버클럭, 방송&스튜디오세팅, 이스포츠에 진심인 퀘이사존 공식 후원사 팜피씨샵 견적 담당 앤드류 대리입니다. - 마이크로닉스 파워 그대로 구성하셔도 되시고 타 제조사를 추천드리자면 파워 같은 경우는 슈퍼플라워 유통사인 뉴젠의 스컬 파워를 추천드립니다. CWT OEM이라 제품 퀄리티 자체는 보장되어 있고 기본적으로 ATX 3.0 기술이 적용되어 있고 12VHPWR 케이블도 제공하고 있는데 가격이 많이 저렴하여 큰 메리트 있는 제품입니다. || 안녕하세요 퀘이사존 공식후원사 피씨팩토리입니다. 견적서 및 답변내용은 v 펼치기를 통해 확인할 수 있습니다. ----------------------- 답변내용 ------------------------ * 1. 파워 파워는 일단 마닉을 견적에 넣긴했는데 17만 이하로 추천 부탁드립니다 -브랜드 안정성 최소 마닉급이상 -추후 그래픽 정도는 바꿀수 있어서 750~850w -인증 최소 실버 이상 A : 쿨러마스터 G800 GOLD인증 제품 추천드립니다"
753,PC에서 타는 냄새가 납니다,2024.06.20 11:36,"어느 게시판에 질문해야할지 몰라 일단 PC전체 문제인것 같아 조립게시판에 문의드립니다 PC를 몇 시간 사용하다보면 방에 매캐한 탄 냄새가 납니다. 은은하게 나다가 시간이 갈수록 진해져서 목이나 눈이 따끔 거릴정도가 되는데요 PC ON/OFF 상태에서 코를 대고 맡아보아도 특정위치에서 냄새가 맡아지진 않습니다 3시간 구동 후 다른장소에 가져가서 맡아봐도 마찬가지고 AVX2 TEST를 20분 돌리면서 맡아도 똑같습니다 컴 구성은 Z790어앨, FSP HYDRO G PRO ATX 3.0 1000W 80PLUS골드 13700K, 지포스4090, 짭수쿨러(LT720), 케이스는 매쉬파이2 라이트입니다 사용 온도는 CPU는 40~55도 정도 나오고 GPU (4090)도 비슷한 온도입니다, 해당온도로 사용시에 발생되고 AVX2 TEST시에 60~65도 정도 나오는데 1시간에 20분식 3번했는데 냄새가 더 난다거나 하진 않았습니다. 비슷하게 1~3시간 뒤에 나기 시작해서 계속 쌓이는 식입니다 현재 교체 해본 부품은 아래와 같습니다 메인보드 리퍼품 (기존건 A/S 검수 맡겼는데 정상판정) 케이스 팬허브 신품 교체 (작년에 동일 현상으로 해당 부품이 문제였는데, 기존거 업체서 정상판정) 파워서플라이, 파워서플라이 케이블, 4090 1:1 케이블 신품 PC 전원 꽂는 멀티탭 (멀티탭을 꽂는 콘센트도 변경해봄) 혹시나 PC가 아닌 다른곳에서 나는건가 싶어 본체도 옮겨보고 에어컨도 끄고 테스트 해봤으나 PC인것이 확인 됐습니다. 남은건 수냉쿨러랑, PC 케이스뿐인것 같은데 혹시나 따로 놓거나 추가로 봐야할 포인트가 있다면 알려주셨으면합니다. 업무 사정 때문에 집에서 2주간 재택근무를 화상으로 해야하는데 회사 사정상 자택 외엔 접속 불가라 PC를 렌탈 하자니 너무 비싸고 타는 냄새 맡으면서 계속 근무하자니 정말 미칠노릇입니다 ㅠ",저는 글카 보조전원 포트에서 탄내가 난 적이 있었는데요 브루님처럼 지속적이진 않았습니다 파워에서 탄내가 날수도 있습니다
754,컴퓨터 견적과 호환성 다시 봐주세요.,2024.06.20 11:26,"피드백 해주신것들 반영했습니다. wqhd 34인치 165hz 모니터고 배그위주로 합니다. SSD: WD SN850X, 1TB GPU: 갤럭시 GALAX 지포스 RTX 4070 Ti Super EX Gamer Black OC 16GB CPU: AMD Ryzen 7 7800X3D CASE: darkFlash DLX21 RGB MESH 강화유리 케이스 블랙 MAIN: ASROCK B650M PG LIGHTNING POWER: SuperFlower SF-850F14HG LEADEX III GOLD BLACK RAM: ADATA XPG DDR5-6000 CL30 LANCER BLADE RGB 블랙 패키지 (32GB(16Gx2)) COOLER: Thermalright 피어리스 어쌔신 120 SE, 듀얼 타워 사이드 플로우 CPU 라디에이터, LGA1700 1200 AM4 AM5 PA-120 냉각","안녕하세요. 조립PC, 오버클럭, 방송&스튜디오세팅, 이스포츠에 진심인 퀘이사존 공식 후원사 팜피씨샵 견적 담당 앤드류 대리입니다. 그대로 이륙하시면 됩니다. ^^ 한 번 구매하셔서 오래 쓰실 컴퓨터! 정밀 테스트 진행 후, PC 출고 받아보세요~ https://quasarzone.com/bbs/qf_hwjoin/views/2083478 견적에 대해 궁금하신 점과 부품 변경을 원하시면 아래 카카오톡으로 채팅 남겨주세요! http://pf.kakao.com/_epfZb/chat || 안녕하세요 퀘이사존 공식후원사 피씨팩토리입니다. 견적서 및 답변내용은 v 펼치기를 통해 확인할 수 있습니다. ----------------------- 답변내용 ------------------------ * 조금 더 저렴한 견적으로 구성을 해드리며 해당 CPU쿨러 제품이 메모리를 38MM정도까지만 간섭없이 장착이 가능하고 해당 메모리로 구성을 하신다면 쿨러를 상단으로 올려서 배치해야 합니다 좀 더 낮은 메모리 제품을 추천드립니다 ^^"
755,강화학습용 PC 견적,2024.06.20 11:26,"강화학습 위주로 작업합니다. 게임X, 현재 10700K 100% 풀로드로 돌리고 있는데, 너무 느려서 바꾸려합니다. 14900k 전력제한으로 쓸겁니다. 280 W 쿨러 공랭 트윈타워로 전력제한 하면 견딘다들어서 가급적 공랭 선호 램은 64GB VGA는 3060 12GB 정도면 충분하리라 봅니다. 위 정보로 견적 부탁드립니다.","안녕하세요 퀘이사존 공식후원사 피씨팩토리입니다. 견적서 및 답변내용은 v 펼치기를 통해 확인할 수 있습니다. ----------------------- 답변내용 ------------------------ * 말씀해주신 견적대로 구성을 짜드리며 14900K는 발열이 높은 제품이기 때문에 전력제한으로 사용을 하셔도 확실하게 공랭쿨러로 커버가 가능하다고 말씀드리긴 어려우나 공랭쿨러는 현재 성능이 좋은 제품으로 구성을해서 견적을 보여드릴게요 ^^ 다른 궁금하신 점은 아래 실시간 카카오톡 상담을 통해 진행하시면 빠른 상담이 가능하고 구매나 부품 수정을 원할 경우 빨간색 구매하기 버튼을 통해 진행 가능합니다. || 안녕하세요. 조립PC, 오버클럭, 방송&스튜디오세팅, 이스포츠에 진심인 퀘이사존 공식 후원사 팜피씨샵 견적 담당 앤드류 대리입니다. 사용은 가능하시겠지만 전력 제한을 걸더라도 i9 14900K의 경우 공랭 쿨러 기준 발열 제어에는 한계가 있긴 합니다. 언더볼팅 작업까지 받아보시는 편을 추천드립니다. 원활한 쿨링을 위하여 상단, 옆면, 뒷면에도 매쉬인 제품 추천드립니다. 한 번 구매하셔서 오래 쓰실 컴퓨터! 정밀 테스트 진행 후, PC 출고 받아보세요~ https://quasarzone.com/bbs/qf_hwjoin/views/2083478"
756,stable diffusion 및 포토샵 용 pc 견적문의,2024.06.20 11:21,stable diffusion 및 포토샵 용 pc 견적문의 드립니다. 200만원 이하로 가능할까요?,"포토샵이 그렇게 성능이 높진 않기에 스테이블 디퓨전을 위해서 그래픽카드 높게 잡아주시는게 좋을 듯 하네요 지금 구성이라면 RTX 4070 Ti 이상 구성은 가격대가 오버되니 4070 super로 구성을 추천드립니다. SSD 성능을 좀 좋은 걸로 해주시는 걸 추천드리고 포토샵의 경우 인텔은 9세대 , 라이젠은 5천번대 이후 성능은 거의 그게 그거이긴 합니다. 솔직히 OS(윈도우)로 인한 최적화 문제가 있을 뿐 하드웨어 스펙 자체의 문제는 크진 않을 겁니다. 라이젠 7700에 RTX 4070 SUPER 구성을 해주시고 메모리 용량 64기가 구성까지 하면 될 듯 합니다. || 안녕하세요, 신뢰을 조립하는 컴퓨티파이 입니다! 고민 중이신 견적 확인하였습니다. 컴퓨터를 정말 좋아해서 모인 컴퓨티파이답게 내가 집에서 사용할 피씨 조립한다는 생각으로 하나씩 조립해가고 있습니다 스테이블 디퓨전은 엔비디아 독점 으로 최적화가 되어 있으며 CPU 보다 그래픽카드 제품이 좋으면 좋을 수록 처리 속도가 빠릅니다 AMD 라이젠 """" 7500F + RTX 4070 TI SUPER """" 구성으로 권장 고려 중이신 예산으로 사용 용도를 견적을 구성하였습니다. 고민 해보시구 언제든 카톡 주시면 친절하게 안내 드리겠습니다!"
757,7800x3d 4080super 견적 (화이트 감성) [재업],2024.06.20 11:19,QHD 배그용인데 이대로 이륙하면 될까요? RGB 팬 관련해서 궁금한 점이 있는데 1. nzxt rgb fan controller v2랑 F120팩에 들어간 컨트롤러랑 컨트롤 할 수 있는 팬의 갯수를 제외하곤 기능적인 부분에서 차이가 없나요? 2. 만약 nzxt rgb fan controller를 못 구한다면 F120팩 3개들이 3팩을 구매해야하나요? (이 경우 9개 팬을 전부 활용할 수 있는지도),"안녕하세요 퀘이사존 공식후원사 피씨팩토리입니다. 견적서 및 답변내용은 v 펼치기를 통해 확인할 수 있습니다. ----------------------- 답변내용 ------------------------ * 1. 네 다른기능은 없습니다 2. 네 컨트롤 하나당 3개의 팬을 컨트롤 가능합니다 컨트롤러 + 3팩 1개를 구매해주시는게 가장 이상적입니다 다른 궁금하신 점은 아래 실시간 카카오톡 상담을 통해 진행하시면 빠른 상담이 가능하고 구매나 부품 수정을 원할 경우 빨간색 구매하기 버튼을 통해 진행 가능합니다. || 안녕하세요. 조립PC, 오버클럭, 방송&스튜디오세팅, 이스포츠에 진심인 퀘이사존 공식 후원사 팜피씨샵 견적 담당 앤드류 대리입니다. 상단 3개(CPU 쿨러) / 측면 3개 / 하단 3개 / 후면 1개 총 10개를 DUO 팬으로 구성을 원하시는 거라면 쿨러에 어차피 컨트롤러가 들어있어서 3PACK/CONTROLLER 팩으로 3개 구성하시면 컨트롤러가 4개 되기 때문에 후면 팬도 장착이 가능하게 됩니다. 한 번 구매하셔서 오래 쓰실 컴퓨터! 정밀 테스트 진행 후, PC 출고 받아보세요~ https://quasarzone.com/bbs/qf_hwjoin/views/2083478"
758,7800x3d 4080super 견적 (화이트 감성),2024.06.20 11:04,QHD 배그용인데 이대로 이륙하면 될까요? 전체적인 호환이랑 화이트감성 어우러지는지 봐주세요. NZXT RGB 컨트롤러는 중고로라도 구해보려구요,CPU쿨러는 어떤걸 사용해주실까요? || 보드가 매우 과하긴 하네요 지금당장 RTX 4090도 PCie 4.0 대역폭을 다 못쓰는 상황이라 그냥 B650M AX ICE나 B650 AX ICE 만 되어도 차고 넘칠 겁니다. 이거 팬에 들어간 컨트롤러는 3개 밖에 컨트롤이 안됩니다.
759,A다이 언락,2024.06.20 10:54,요즘 a다이 언락 확정으로 사려면 어떤 제품 사야하나요 튜닝램도 좋고 직구도 좋으니 추천 부탁드립니다,"이렇게 추천드립니다. 오버하실 거라면 OLOy 제품이 수율이 좋습니다. 이미지 구분 상품명 할인가 판매가 수량 합계 RAM OLOy DDR5-6000 CL32 BLADE RGB MIRROR 패키지 (32GB(16Gx2)) 198,800원 205,500원 1 198,800원 205,500원 || 이렇게 추천드립니다. 오버하실 거라면 OLOy 제품이 수율이 좋습니다. 이미지 구분 상품명 할인가 판매가 수량 합계 RAM OLOy DDR5-6000 CL32 BLADE RGB MIRROR 패키지 (32GB(16Gx2)) 198,800원 205,500원 1 198,800원 205,500원"
760,개발용 i7 견적 확인 해주세요. None GPU,2024.06.20 10:53,"CPU Intel i7 13700K COOLER 3RSYS Socoool RC1800 Lite (Black) MAIN ASUS Prime B760M-K 인텍앤컴퍼니 RAM TEAMGROUP DDR5-5600 CL46 Elite 서린 32GB x 2 GPU - SSD 삼성전자 980 PRO M.2 NVMe 1TB POWER 미이크로닉스 Classic II 풀체인지 700W 80Plus 브론즈 230V EU CASE DAVEN D6 Mesh 강화유리 (블랙) MONITOR 필립스 에브니아 27M2N5500 QHD 180 프리싱크 HDR400 +조립비 (50000원) 해서 카드가격 2,215,000 원 정도 나옵니다.",어떤 프로그램을 사용하실까요? 13700K는 발열이 커 3열 수냉쿨러로 구성해주시면 좋을 것 같습니다 -------------------- 아래 카카오톡 채널으로 문의를 남겨주시면 더 자세하게 견적상담을 드리도록 하겠습니다! 카카오채널: https://pf.kakao.com/_ErDGxj / 웹사이트 : 08dragon.com || 사용하시는 프로그램이 어떻게 되실까요?
761,7800x3d + 4080s 고사양 스팀게임 위주,2024.06.20 10:41,안녕하세요. 이번에 컴퓨터를 바꿀려고 하는데 해당 옵션으로 해서 새로 컴퓨터를 맞출려고 합니다. 예산은 300~350 이하로 생각하고 있습니다. 그리고 모니터가 57인치 모니터다 보니 그래픽 카드 영향이 큰거 같드라구요 4080s로 하면 괜찮을까요? 견전 문의 드립니다. 카드 할부도 가능한지도 궁금합니다!,본체만 저정도 이실까요? 아니면 다른 주변기기나 윈도우까지 필요하실까요? || 안녕하세요 퀘이사존 공식후원사 피씨팩토리입니다. 견적서 및 답변내용은 v 펼치기를 통해 확인할 수 있습니다. ----------------------- 답변내용 ------------------------ * 57인치라면 ARK 이실 듯 합니다 고사양게임을 하시는거라면 어느정도 옵션은 타협을 봐주셔야 합니다 ㅠㅠ 다른 궁금하신 점은 아래 실시간 카카오톡 상담을 통해 진행하시면 빠른 상담이 가능하고 구매나 부품 수정을 원할 경우 빨간색 구매하기 버튼을 통해 진행 가능합니다.
762,컴퓨터 견적과 호환성 한번 봐주세요.,2024.06.20 10:40,"wqhd 34인치 165hz 모니터고 배그위주로 합니다. SSD: WD SN850X, 1TB GPU: 갤럭시 GALAX 지포스 RTX 4070 Ti Super EX Gamer Black OC 16GB CPU: AMD Ryzen 7 7800X3D CASE: darkFlash DLX21 RGB MESH 강화유리 케이스 블랙 MAIN: MAG B650M MORTAR 와이파이 MSI POWER: SuperFlower SF-850F14HG LEADEX III GOLD BLACK RAM: TEAMGROUP T-Force 델타 RGB DDR5 램, 32GB (2x16GB), 6000MHz COOLER: 발키리 GL360 ARGB CPU수랭쿨러 블랙 메인보드는 잘모르겠던데 더 괜찮은거 있을까요??",어떤 용도이신가요? 우선 지금 구성하시려는 메인보드의 경우 그래픽카드 두깨로 인한 간섭 이슈가 발생 할 가능성이 있습니다. 그리고 7800x3d의 경우 최대 전력 소비량 100w 미만 게임 구동시 80w 미만이기에 더 저렴한 메인보드를 사용해도 문제가 없는 부분이구요. WIFI 사용이 필수인 경우라면 차라리 B650M PG Lightning 같이 간섭 이슈도 없고 더 저렴한 제품으로도 구성이 가능하리라 보여집니다. CPU쿨러도 약간 과하긴 한데 || 안녕하세요 퀘이사존 공식후원사 피씨팩토리입니다. 견적서 및 답변내용은 v 펼치기를 통해 확인할 수 있습니다. ----------------------- 답변내용 ------------------------ * 7800X3D 제품은 발열량이 심하게 높은 제품은 아니라서 수냉쿨러 까지 구성을 하실 필요는 없으며 공랭쿨러 제품으로 충분히 사용이 가능합니다 ^^ 보드는 ASRock B650M PG Lightning 제품으로 사용하셔도 7800X3D 성능 온전하게 전부 사용이 가능합니다 ^^ 다른 궁금하신 점은 아래 실시간 카카오톡 상담을 통해 진행하시면 빠른 상담이 가능하고
763,Cpu 쿨러 휘어짐 혹은 램 간섭 질문,2024.06.20 10:39,반본체 주문해서 택배 배송으로 받았습니다 메인보드 GIGABYTE B650M K 쿨러 DEEPCOOL AG620 램 마이크론 Crucial DDR5-5600 CL46 위 제품이구요 받아서 열어보니 이런 상태인데 이게 램 간섭 때문에 이런건지 배송중 문제가 생긴건지 모르겠어서 질문드립니다 단순 램 간섭 때문에 그런걸까요??,배송중에 휘어진 것 같습니다 ㅠㅠ || 이건 램 간섭 보다도 그냥 배송 충격으로 쿨러가 들린 듯 합니다 ㅠㅠ 구매처에 연락해서 조치 받아보시는 걸 추천드립니다.
764,컴린이 첫 조립 시스템팬 질문 드립니다.,2024.06.20 10:18,"처음으로 견적 구성하고 직접 조립하려 합니다. 메인보드 rog strix b650e-e 팬 tl-s12 10개 허브 tl-fan and argb hub x 이렇게 구성 할려고 합니다. 허브에 최대 8개까지 구성 가능하다 나와있는데 이 경우 나머지 2개 팬을 메인보드에 직접 채결해도 괜찮은지, 혹은 팬끼리 서로 2개 이상 연결한 후 허브에 채결해도 괜찮은지 궁금합니다.",팬과 팬끼리 연결이 가능하기에 8개를 전부 사용하지 않아도 됩니다 ^^ || 팬과 팬끼리 연결이 가능하기에 8개를 전부 사용하지 않아도 됩니다 ^^
765,견적 호환성 괜찮나요?,2024.06.20 10:15,"저번에 조립 호환성 요청 후 수정했습니다. 용도는 원컴, 방송 + 게임용 입니다. 문제가 있을까요?","안녕하세요 퀘이사존 공식후원사 피씨팩토리입니다. 견적서 및 답변내용은 v 펼치기를 통해 확인할 수 있습니다. ----------------------- 답변내용 ------------------------ * 호환성은 문제가 없지만 AMD 에서는 6000MHZ 이상으로 올리는게 생각보다 쉽지않기 때문에 6000MHZ 제품으로 구성을 해주시는게 좋을 듯 하며 들어가있는 SSD제품은 PCIE3.0제품이며 구성해주신 PCIE4.0환경에서는 PCIE3.0제품을 사용해주시는거보다 PCIE4.0제품으로 구성해주시는게 성능적으로 이점이 있습니다 변경추천드립니다^^ || 메모리 부분이 우려됩니다 ㅠㅠ 6000정도의 메모리로 구성해주시면 좋을 것 같아요! 지금 고려중이신 램이 클럭 6000짜리도 있으며, 해당 모델군은 ""NEO"" 가 붙은 제품이 EXPO 제품입니다!"
